,Age,Education,Income,Occupation,Settlement size,Sex_Female,Sex_Male,Marital status_Married,Marital status_Single
795,22,1.0,120233,1.0,0.0,1.0,0.0,1.0,0.0
796,51,1.0,172790,1.0,1.0,0.0,1.0,0.0,1.0
797,22,1.0,66720,0.0,0.0,1.0,0.0,1.0,0.0
798,54,2.0,113024,1.0,1.0,0.0,1.0,1.0,0.0
799,35,1.0,51791,0.0,0.0,0.0,1.0,0.0,1.0
800,54,1.0,118408,1.0,2.0,0.0,1.0,0.0,1.0
801,48,2.0,101616,0.0,0.0,1.0,0.0,1.0,0.0
802,24,1.0,127250,1.0,0.0,1.0,0.0,1.0,0.0
803,35,1.0,97290,1.0,0.0,0.0,1.0,0.0,1.0
804,24,1.0,106970,0.0,0.0,1.0,0.0,1.0,0.0
805,24,0.0,168147,1.0,2.0,0.0,1.0,0.0,1.0
806,26,1.0,68468,0.0,0.0,0.0,1.0,1.0,0.0
807,65,2.0,120780,1.0,2.0,0.0,1.0,0.0,1.0
808,55,1.0,231992,2.0,2.0,0.0,1.0,0.0,1.0
809,26,1.0,53903,0.0,0.0,1.0,0.0,1.0,0.0
810,26,1.0,101511,1.0,2.0,0.0,1.0,1.0,0.0
811,28,1.0,69046,0.0,0.0,0.0,1.0,1.0,0.0
812,24,0.0,171584,1.0,1.0,0.0,1.0,0.0,1.0
813,54,1.0,132367,1.0,2.0,0.0,1.0,0.0,1.0
814,46,1.0,134433,1.0,2.0,0.0,1.0,0.0,1.0
815,54,2.0,190518,1.0,0.0,1.0,0.0,1.0,0.0
816,62,2.0,152367,1.0,1.0,0.0,1.0,1.0,0.0
817,24,1.0,101157,1.0,1.0,1.0,0.0,1.0,0.0
818,43,2.0,279593,2.0,2.0,0.0,1.0,1.0,0.0
819,26,1.0,96716,1.0,2.0,0.0,1.0,1.0,0.0
820,27,1.0,95171,1.0,0.0,0.0,1.0,1.0,0.0
821,24,1.0,129162,1.0,2.0,0.0,1.0,1.0,0.0
822,41,1.0,118742,1.0,0.0,0.0,1.0,0.0,1.0
823,47,1.0,74511,0.0,0.0,0.0,1.0,0.0,1.0
824,35,1.0,157272,2.0,1.0,0.0,1.0,1.0,0.0
825,30,1.0,102374,1.0,0.0,0.0,1.0,1.0,0.0
826,33,1.0,131492,1.0,0.0,1.0,0.0,1.0,0.0
827,36,1.0,128702,1.0,2.0,0.0,1.0,0.0,1.0
828,47,1.0,177509,1.0,2.0,0.0,1.0,0.0,1.0
829,38,1.0,163451,1.0,1.0,0.0,1.0,0.0,1.0
830,44,1.0,144900,1.0,1.0,0.0,1.0,0.0,1.0
831,23,1.0,97115,1.0,2.0,1.0,0.0,1.0,0.0
832,29,0.0,196568,1.0,2.0,0.0,1.0,0.0,1.0
833,42,2.0,158405,1.0,0.0,1.0,0.0,1.0,0.0
834,25,1.0,97376,0.0,0.0,1.0,0.0,1.0,0.0
835,48,1.0,108678,1.0,1.0,0.0,1.0,0.0,1.0
836,21,1.0,92351,1.0,0.0,1.0,0.0,1.0,0.0
837,23,1.0,61211,0.0,0.0,1.0,0.0,1.0,0.0
838,63,2.0,138644,1.0,0.0,0.0,1.0,0.0,1.0
839,46,2.0,124824,1.0,2.0,0.0,1.0,1.0,0.0
840,29,0.0,132852,1.0,0.0,0.0,1.0,0.0,1.0
841,28,0.0,81069,0.0,0.0,0.0,1.0,0.0,1.0
842,23,1.0,104094,1.0,2.0,1.0,0.0,1.0,0.0
843,50,1.0,114853,1.0,0.0,0.0,1.0,0.0,1.0
844,47,1.0,130344,1.0,2.0,0.0,1.0,0.0,1.0
845,35,1.0,135090,1.0,0.0,0.0,1.0,0.0,1.0
846,68,2.0,179151,1.0,2.0,0.0,1.0,0.0,1.0
847,28,1.0,97390,1.0,1.0,0.0,1.0,1.0,0.0
848,59,2.0,120160,1.0,0.0,0.0,1.0,0.0,1.0
849,57,2.0,82277,0.0,0.0,0.0,1.0,0.0,1.0
850,33,1.0,110844,1.0,2.0,0.0,1.0,1.0,0.0
851,43,1.0,133105,1.0,0.0,0.0,1.0,0.0,1.0
852,35,1.0,102042,1.0,0.0,0.0,1.0,0.0,1.0
853,32,0.0,69370,0.0,0.0,0.0,1.0,0.0,1.0
854,45,1.0,200298,1.0,1.0,0.0,1.0,0.0,1.0
855,33,1.0,117039,1.0,2.0,0.0,1.0,1.0,0.0
856,40,2.0,107585,1.0,2.0,1.0,0.0,1.0,0.0
857,28,0.0,114429,1.0,0.0,0.0,1.0,0.0,1.0
858,29,1.0,128234,1.0,2.0,1.0,0.0,1.0,0.0
859,26,0.0,128580,1.0,2.0,0.0,1.0,0.0,1.0
860,27,0.0,177757,1.0,1.0,0.0,1.0,0.0,1.0
861,28,1.0,106222,1.0,0.0,0.0,1.0,1.0,0.0
862,35,1.0,118428,1.0,2.0,1.0,0.0,1.0,0.0
863,32,0.0,139477,0.0,0.0,0.0,1.0,0.0,1.0
864,25,0.0,71159,0.0,0.0,0.0,1.0,0.0,1.0
865,20,1.0,131370,1.0,2.0,1.0,0.0,1.0,0.0
866,27,1.0,111567,1.0,2.0,1.0,0.0,1.0,0.0
867,42,1.0,125482,1.0,2.0,0.0,1.0,0.0,1.0
868,37,1.0,160642,1.0,2.0,0.0,1.0,0.0,1.0
869,24,1.0,92498,1.0,0.0,1.0,0.0,1.0,0.0
870,40,2.0,199711,1.0,2.0,1.0,0.0,1.0,0.0
871,46,1.0,127588,1.0,2.0,0.0,1.0,0.0,1.0
872,26,0.0,107508,1.0,2.0,0.0,1.0,0.0,1.0
873,24,1.0,94629,1.0,2.0,1.0,0.0,1.0,0.0
874,29,0.0,87598,0.0,2.0,0.0,1.0,0.0,1.0
875,40,2.0,161194,1.0,1.0,1.0,0.0,1.0,0.0
876,36,1.0,137342,2.0,2.0,0.0,1.0,0.0,1.0
877,28,0.0,116848,1.0,1.0,0.0,1.0,0.0,1.0
878,27,0.0,125190,2.0,1.0,0.0,1.0,0.0,1.0
879,36,1.0,153441,1.0,0.0,0.0,1.0,0.0,1.0
880,38,1.0,195328,2.0,2.0,0.0,1.0,0.0,1.0
881,48,2.0,190413,1.0,0.0,0.0,1.0,1.0,0.0
882,36,1.0,118656,1.0,1.0,0.0,1.0,0.0,1.0
883,65,3.0,69487,0.0,0.0,1.0,0.0,1.0,0.0
884,43,2.0,145313,1.0,1.0,0.0,1.0,1.0,0.0
885,53,2.0,117005,1.0,1.0,1.0,0.0,1.0,0.0
886,34,1.0,123243,1.0,1.0,0.0,1.0,0.0,1.0
887,23,0.0,237799,1.0,1.0,0.0,1.0,0.0,1.0
888,34,1.0,180617,2.0,2.0,0.0,1.0,0.0,1.0
889,40,1.0,167019,1.0,0.0,0.0,1.0,0.0,1.0
890,43,1.0,147745,2.0,2.0,0.0,1.0,0.0,1.0
891,46,1.0,114254,1.0,1.0,0.0,1.0,0.0,1.0
892,38,1.0,81155,0.0,0.0,0.0,1.0,0.0,1.0
893,34,1.0,151803,1.0,2.0,0.0,1.0,0.0,1.0
894,29,0.0,94356,1.0,2.0,0.0,1.0,0.0,1.0
895,31,0.0,200621,2.0,2.0,0.0,1.0,0.0,1.0
896,28,1.0,144448,2.0,1.0,1.0,0.0,1.0,0.0
897,35,1.0,150797,1.0,0.0,1.0,0.0,1.0,0.0
898,33,1.0,84404,0.0,0.0,1.0,0.0,1.0,0.0
899,42,1.0,133373,1.0,2.0,0.0,1.0,0.0,1.0
900,43,1.0,119502,1.0,2.0,0.0,1.0,0.0,1.0
901,44,2.0,131619,1.0,0.0,0.0,1.0,1.0,0.0
902,42,1.0,194084,1.0,2.0,0.0,1.0,0.0,1.0
903,40,1.0,108278,1.0,1.0,0.0,1.0,1.0,0.0
904,36,1.0,130987,2.0,1.0,0.0,1.0,0.0,1.0
905,20,0.0,116582,2.0,2.0,0.0,1.0,0.0,1.0
906,24,0.0,85270,0.0,0.0,0.0,1.0,0.0,1.0
907,27,1.0,129227,1.0,0.0,0.0,1.0,1.0,0.0
908,46,2.0,108291,0.0,0.0,1.0,0.0,1.0,0.0
909,33,1.0,103091,0.0,0.0,1.0,0.0,1.0,0.0
910,34,1.0,136975,1.0,1.0,1.0,0.0,1.0,0.0
911,25,1.0,111502,0.0,0.0,1.0,0.0,1.0,0.0
912,25,1.0,124750,1.0,1.0,1.0,0.0,1.0,0.0
913,28,1.0,146463,1.0,2.0,0.0,1.0,1.0,0.0
914,31,0.0,115075,1.0,0.0,0.0,1.0,0.0,1.0
915,32,1.0,308491,2.0,1.0,1.0,0.0,1.0,0.0
916,32,0.0,126368,1.0,0.0,0.0,1.0,0.0,1.0
917,68,2.0,287247,2.0,2.0,0.0,1.0,0.0,1.0
918,33,1.0,125535,1.0,2.0,0.0,1.0,1.0,0.0
919,39,1.0,153223,2.0,2.0,0.0,1.0,0.0,1.0
920,28,1.0,106873,1.0,1.0,1.0,0.0,1.0,0.0
921,37,1.0,268906,2.0,1.0,0.0,1.0,0.0,1.0
922,22,1.0,97757,1.0,2.0,1.0,0.0,1.0,0.0
923,30,0.0,112151,1.0,1.0,0.0,1.0,0.0,1.0
924,55,2.0,172909,1.0,0.0,0.0,1.0,1.0,0.0
925,46,1.0,103387,1.0,1.0,0.0,1.0,0.0,1.0
926,21,1.0,93916,1.0,2.0,1.0,0.0,1.0,0.0
927,39,1.0,189963,1.0,2.0,0.0,1.0,0.0,1.0
928,58,2.0,124191,1.0,0.0,0.0,1.0,0.0,1.0
929,43,1.0,77205,0.0,0.0,0.0,1.0,0.0,1.0
930,24,0.0,65917,0.0,0.0,0.0,1.0,0.0,1.0
931,22,1.0,109676,1.0,0.0,1.0,0.0,1.0,0.0
932,30,0.0,95682,1.0,2.0,0.0,1.0,0.0,1.0
933,42,1.0,125516,1.0,2.0,0.0,1.0,0.0,1.0
934,23,1.0,99822,1.0,0.0,1.0,0.0,1.0,0.0
935,30,0.0,154854,2.0,1.0,0.0,1.0,0.0,1.0
936,28,1.0,84582,0.0,0.0,1.0,0.0,1.0,0.0
937,30,1.0,145800,2.0,0.0,0.0,1.0,1.0,0.0
938,42,1.0,162869,1.0,1.0,0.0,1.0,0.0,1.0
939,46,1.0,192379,2.0,2.0,0.0,1.0,0.0,1.0
940,45,1.0,159757,2.0,2.0,0.0,1.0,0.0,1.0
941,31,0.0,69571,0.0,0.0,0.0,1.0,0.0,1.0
942,31,0.0,93648,1.0,2.0,0.0,1.0,0.0,1.0
943,42,1.0,77472,0.0,0.0,0.0,1.0,0.0,1.0
944,46,2.0,121501,1.0,0.0,1.0,0.0,1.0,0.0
945,30,1.0,207262,1.0,0.0,1.0,0.0,1.0,0.0
946,30,0.0,143082,1.0,2.0,0.0,1.0,0.0,1.0
947,38,1.0,147760,2.0,1.0,0.0,1.0,0.0,1.0
948,43,2.0,82082,0.0,0.0,0.0,1.0,1.0,0.0
949,31,0.0,132991,1.0,1.0,0.0,1.0,0.0,1.0
950,40,1.0,78436,0.0,0.0,0.0,1.0,1.0,0.0
951,24,0.0,99737,1.0,2.0,0.0,1.0,0.0,1.0
952,28,1.0,164915,1.0,0.0,1.0,0.0,1.0,0.0
953,26,1.0,223185,2.0,1.0,1.0,0.0,1.0,0.0
954,29,1.0,108400,1.0,2.0,1.0,0.0,1.0,0.0
955,57,2.0,194882,2.0,1.0,1.0,0.0,1.0,0.0
956,49,1.0,122186,0.0,0.0,0.0,1.0,0.0,1.0
957,37,1.0,79594,0.0,0.0,0.0,1.0,0.0,1.0
958,45,1.0,104355,0.0,0.0,0.0,1.0,0.0,1.0
959,30,0.0,135894,1.0,2.0,0.0,1.0,0.0,1.0
960,30,1.0,103699,1.0,1.0,0.0,1.0,1.0,0.0
961,47,2.0,132145,1.0,1.0,0.0,1.0,1.0,0.0
962,29,0.0,117272,1.0,2.0,0.0,1.0,0.0,1.0
963,35,1.0,137932,1.0,0.0,0.0,1.0,0.0,1.0
964,22,1.0,63972,0.0,0.0,0.0,1.0,1.0,0.0
965,26,1.0,113299,1.0,2.0,1.0,0.0,1.0,0.0
966,23,0.0,108540,0.0,0.0,0.0,1.0,0.0,1.0
967,54,2.0,174424,2.0,2.0,1.0,0.0,1.0,0.0
968,29,1.0,154991,1.0,2.0,0.0,1.0,1.0,0.0
969,40,1.0,99723,0.0,0.0,0.0,1.0,0.0,1.0
970,22,0.0,114584,1.0,2.0,0.0,1.0,0.0,1.0
971,43,1.0,135275,0.0,0.0,0.0,1.0,0.0,1.0
972,29,1.0,41680,0.0,0.0,1.0,0.0,1.0,0.0
973,36,1.0,158769,1.0,1.0,0.0,1.0,0.0,1.0
974,33,1.0,120596,1.0,0.0,1.0,0.0,1.0,0.0
975,57,2.0,139641,0.0,0.0,1.0,0.0,1.0,0.0
976,64,3.0,134377,1.0,0.0,1.0,0.0,1.0,0.0
977,42,1.0,125804,1.0,2.0,0.0,1.0,0.0,1.0
978,47,1.0,91858,0.0,0.0,0.0,1.0,0.0,1.0
979,25,1.0,117641,1.0,2.0,0.0,1.0,1.0,0.0
980,49,1.0,188594,1.0,1.0,0.0,1.0,0.0,1.0
981,33,1.0,162827,2.0,2.0,0.0,1.0,0.0,1.0
982,28,1.0,178991,2.0,2.0,1.0,0.0,1.0,0.0
983,26,0.0,159739,1.0,1.0,0.0,1.0,0.0,1.0
984,30,0.0,73401,0.0,0.0,0.0,1.0,0.0,1.0
985,25,1.0,100794,1.0,2.0,1.0,0.0,1.0,0.0
986,33,1.0,167763,1.0,1.0,0.0,1.0,1.0,0.0
987,64,3.0,145174,1.0,0.0,1.0,0.0,1.0,0.0
988,29,0.0,176292,2.0,1.0,0.0,1.0,0.0,1.0
989,48,1.0,94024,0.0,0.0,0.0,1.0,0.0,1.0
990,37,1.0,93740,0.0,0.0,0.0,1.0,0.0,1.0
991,34,1.0,85685,0.0,0.0,0.0,1.0,0.0,1.0
992,23,1.0,69997,0.0,0.0,0.0,1.0,1.0,0.0
993,30,0.0,151938,2.0,2.0,0.0,1.0,0.0,1.0
994,50,1.0,122830,1.0,1.0,0.0,1.0,0.0,1.0
995,31,1.0,78489,0.0,0.0,1.0,0.0,1.0,0.0
996,40,1.0,161999,2.0,1.0,0.0,1.0,1.0,0.0
997,38,1.0,98032,1.0,2.0,0.0,1.0,0.0,1.0
998,23,0.0,96060,1.0,0.0,0.0,1.0,0.0,1.0
999,27,0.0,147968,1.0,1.0,0.0,1.0,0.0,1.0
1000,63,2.0,134853,1.0,1.0,1.0,0.0,1.0,0.0
1001,66,2.0,157576,2.0,2.0,0.0,1.0,0.0,1.0
1002,43,2.0,203738,2.0,1.0,0.0,1.0,1.0,0.0
1003,44,2.0,280570,2.0,2.0,0.0,1.0,1.0,0.0
1004,65,3.0,69487,0.0,2.0,0.0,1.0,1.0,0.0
1005,73,3.0,214126,2.0,1.0,1.0,0.0,1.0,0.0
1006,60,2.0,136671,1.0,1.0,0.0,1.0,0.0,1.0
1007,62,2.0,174337,1.0,1.0,0.0,1.0,1.0,0.0
1008,58,2.0,126710,1.0,1.0,1.0,0.0,1.0,0.0
1009,43,2.0,167139,2.0,2.0,1.0,0.0,1.0,0.0
1010,64,2.0,122094,1.0,2.0,0.0,1.0,0.0,1.0
1011,37,3.0,170113,2.0,2.0,0.0,1.0,1.0,0.0
1012,46,2.0,192698,2.0,1.0,1.0,0.0,1.0,0.0
1013,57,2.0,144197,1.0,2.0,0.0,1.0,1.0,0.0
1014,51,2.0,133623,1.0,1.0,0.0,1.0,1.0,0.0
1015,32,3.0,171052,2.0,2.0,1.0,0.0,1.0,0.0
1016,64,2.0,130492,1.0,2.0,0.0,1.0,0.0,1.0
1017,68,2.0,135705,1.0,1.0,0.0,1.0,0.0,1.0
1018,55,2.0,171804,2.0,2.0,1.0,0.0,1.0,0.0
1019,73,2.0,192167,2.0,1.0,0.0,1.0,0.0,1.0
1020,34,3.0,134377,1.0,2.0,1.0,0.0,1.0,0.0
1021,44,2.0,146716,1.0,1.0,0.0,1.0,1.0,0.0
1022,58,2.0,267872,1.0,1.0,0.0,1.0,0.0,1.0
1023,65,2.0,142193,0.0,1.0,1.0,0.0,1.0,0.0
1024,56,2.0,183765,1.0,1.0,1.0,0.0,1.0,0.0
1025,42,2.0,218664,2.0,2.0,1.0,0.0,1.0,0.0
1026,65,3.0,145174,1.0,2.0,1.0,0.0,1.0,0.0
1027,72,2.0,224961,2.0,2.0,0.0,1.0,0.0,1.0
1028,45,2.0,262634,2.0,2.0,1.0,0.0,1.0,0.0
1029,68,2.0,287106,2.0,2.0,0.0,1.0,0.0,1.0
1030,60,2.0,166298,2.0,1.0,0.0,1.0,0.0,1.0
1031,30,3.0,133328,0.0,2.0,1.0,0.0,1.0,0.0
1032,63,2.0,129798,1.0,1.0,0.0,1.0,0.0,1.0
1033,57,2.0,281084,2.0,1.0,0.0,1.0,0.0,1.0
1034,46,2.0,160678,1.0,2.0,1.0,0.0,1.0,0.0
1035,70,3.0,167532,1.0,1.0,1.0,0.0,1.0,0.0
1036,65,2.0,178591,1.0,2.0,0.0,1.0,0.0,1.0
1037,63,2.0,273063,2.0,2.0,0.0,1.0,0.0,1.0
1038,54,2.0,149410,1.0,2.0,0.0,1.0,1.0,0.0
1039,49,2.0,124658,1.0,2.0,0.0,1.0,1.0,0.0
1040,64,2.0,153645,1.0,2.0,1.0,0.0,1.0,0.0
1041,61,2.0,308529,2.0,2.0,1.0,0.0,1.0,0.0
1042,57,2.0,155062,1.0,2.0,1.0,0.0,1.0,0.0
1043,42,2.0,199654,1.0,2.0,1.0,0.0,1.0,0.0
1044,62,2.0,124723,1.0,2.0,0.0,1.0,0.0,1.0
1045,41,2.0,127752,1.0,2.0,1.0,0.0,1.0,0.0
1046,51,2.0,157595,2.0,1.0,1.0,0.0,1.0,0.0
1047,38,2.0,135534,1.0,2.0,1.0,0.0,1.0,0.0
1048,56,2.0,166264,2.0,2.0,1.0,0.0,1.0,0.0
1049,43,2.0,147259,1.0,1.0,1.0,0.0,1.0,0.0
1050,48,2.0,161116,1.0,1.0,1.0,0.0,1.0,0.0
1051,61,2.0,139380,1.0,1.0,0.0,1.0,0.0,1.0
1052,48,2.0,213768,2.0,2.0,0.0,1.0,1.0,0.0
1053,68,2.0,125903,1.0,2.0,0.0,1.0,0.0,1.0
1054,62,2.0,163940,1.0,1.0,1.0,0.0,1.0,0.0
1055,56,2.0,173378,2.0,2.0,1.0,0.0,1.0,0.0
1056,53,2.0,126847,1.0,1.0,1.0,0.0,1.0,0.0
1057,33,3.0,166712,1.0,2.0,0.0,1.0,1.0,0.0
1058,60,2.0,189166,1.0,1.0,1.0,0.0,1.0,0.0
1059,47,2.0,161714,1.0,1.0,1.0,0.0,1.0,0.0
1060,25,3.0,214364,2.0,2.0,0.0,1.0,1.0,0.0
1061,64,2.0,184680,1.0,1.0,0.0,1.0,0.0,1.0
1062,73,2.0,214732,2.0,1.0,0.0,1.0,0.0,1.0
1063,66,2.0,152527,1.0,1.0,0.0,1.0,1.0,0.0
1064,76,3.0,170366,2.0,1.0,1.0,0.0,1.0,0.0
1065,60,2.0,194532,2.0,1.0,1.0,0.0,1.0,0.0
1066,57,2.0,125883,1.0,2.0,1.0,0.0,1.0,0.0
1067,30,3.0,131242,1.0,2.0,0.0,1.0,1.0,0.0
1068,43,2.0,159880,2.0,1.0,0.0,1.0,1.0,0.0
1069,57,2.0,165519,1.0,2.0,0.0,1.0,0.0,1.0
1070,51,2.0,149653,1.0,1.0,0.0,1.0,1.0,0.0
1071,61,2.0,134102,1.0,1.0,1.0,0.0,1.0,0.0
1072,64,2.0,159378,2.0,2.0,0.0,1.0,0.0,1.0
1073,41,2.0,205476,2.0,1.0,0.0,1.0,1.0,0.0
1074,43,2.0,280566,2.0,2.0,0.0,1.0,1.0,0.0
1075,67,3.0,71823,0.0,2.0,0.0,1.0,1.0,0.0
1076,71,3.0,211572,2.0,1.0,1.0,0.0,1.0,0.0
1077,59,2.0,136123,1.0,1.0,0.0,1.0,0.0,1.0
1078,60,2.0,176372,1.0,1.0,0.0,1.0,1.0,0.0
1079,60,2.0,128271,1.0,1.0,1.0,0.0,1.0,0.0
1080,45,2.0,169020,2.0,2.0,1.0,0.0,1.0,0.0
1081,63,2.0,122267,1.0,2.0,0.0,1.0,0.0,1.0
1082,38,3.0,169324,2.0,2.0,0.0,1.0,1.0,0.0
1083,46,2.0,192561,2.0,1.0,1.0,0.0,1.0,0.0
1084,55,2.0,145781,1.0,2.0,0.0,1.0,1.0,0.0
1085,50,2.0,135376,1.0,1.0,0.0,1.0,1.0,0.0
1086,30,3.0,169002,2.0,2.0,1.0,0.0,1.0,0.0
1087,63,2.0,128469,1.0,2.0,0.0,1.0,0.0,1.0
1088,67,2.0,135567,1.0,1.0,0.0,1.0,0.0,1.0
1089,54,2.0,170644,2.0,2.0,1.0,0.0,1.0,0.0
1090,71,2.0,192360,2.0,1.0,0.0,1.0,0.0,1.0
1091,32,3.0,133235,1.0,2.0,1.0,0.0,1.0,0.0
1092,45,2.0,260847,2.0,2.0,1.0,0.0,1.0,0.0
1093,65,2.0,285647,2.0,2.0,0.0,1.0,0.0,1.0
1094,62,2.0,164816,2.0,1.0,0.0,1.0,0.0,1.0
1095,28,3.0,130148,0.0,2.0,1.0,0.0,1.0,0.0
1096,65,2.0,129838,1.0,1.0,0.0,1.0,0.0,1.0
1097,57,2.0,281647,2.0,1.0,0.0,1.0,0.0,1.0
1098,48,2.0,157305,1.0,2.0,1.0,0.0,1.0,0.0
1099,71,3.0,163654,1.0,1.0,1.0,0.0,1.0,0.0
1100,38,1.0,82398,1.0,1.0,0.0,1.0,0.0,1.0
1101,40,1.0,107710,1.0,1.0,0.0,1.0,1.0,0.0
1102,49,1.0,122346,1.0,1.0,0.0,1.0,0.0,1.0
1103,32,1.0,155540,2.0,1.0,0.0,1.0,1.0,0.0
1104,45,1.0,127572,1.0,1.0,0.0,1.0,0.0,1.0
1105,40,1.0,154031,2.0,1.0,0.0,1.0,0.0,1.0
1106,66,2.0,164931,2.0,2.0,0.0,1.0,0.0,1.0
1107,38,1.0,123003,1.0,2.0,0.0,1.0,0.0,1.0
1108,20,1.0,89605,1.0,1.0,0.0,1.0,1.0,0.0
1109,48,1.0,117721,1.0,1.0,0.0,1.0,0.0,1.0
1110,46,2.0,168904,2.0,1.0,0.0,1.0,1.0,0.0
1111,32,1.0,137576,2.0,2.0,0.0,1.0,0.0,1.0
1112,54,1.0,111274,1.0,1.0,0.0,1.0,0.0,1.0
1113,24,1.0,94249,2.0,2.0,0.0,1.0,1.0,0.0
1114,27,1.0,180940,2.0,1.0,0.0,1.0,1.0,0.0
1115,57,1.0,125032,1.0,2.0,0.0,1.0,0.0,1.0
1116,38,1.0,138011,2.0,1.0,0.0,1.0,0.0,1.0
1117,40,1.0,144850,1.0,1.0,0.0,1.0,0.0,1.0
1118,20,1.0,107270,1.0,2.0,0.0,1.0,1.0,0.0
1119,36,1.0,113405,2.0,2.0,0.0,1.0,0.0,1.0
1120,47,1.0,137338,1.0,2.0,0.0,1.0,0.0,1.0
1121,64,2.0,125119,0.0,2.0,0.0,1.0,0.0,1.0
1122,42,1.0,159745,2.0,2.0,0.0,1.0,0.0,1.0
1123,44,1.0,181262,2.0,2.0,0.0,1.0,0.0,1.0
1124,30,1.0,90500,2.0,2.0,0.0,1.0,1.0,0.0
1125,37,1.0,102733,1.0,1.0,0.0,1.0,0.0,1.0
1126,42,1.0,135493,1.0,2.0,0.0,1.0,0.0,1.0
1127,62,2.0,169044,1.0,1.0,0.0,1.0,1.0,0.0
1128,49,1.0,178549,1.0,2.0,0.0,1.0,0.0,1.0
1129,52,1.0,159716,1.0,2.0,0.0,1.0,0.0,1.0
1130,36,1.0,170118,2.0,1.0,0.0,1.0,1.0,0.0
1131,49,1.0,143886,0.0,1.0,0.0,1.0,0.0,1.0
1132,42,1.0,130164,2.0,2.0,0.0,1.0,0.0,1.0
1133,38,1.0,114476,1.0,1.0,0.0,1.0,0.0,1.0
1134,50,1.0,126143,1.0,1.0,0.0,1.0,0.0,1.0
1135,34,1.0,129654,2.0,2.0,0.0,1.0,1.0,0.0
1136,43,1.0,123202,1.0,2.0,0.0,1.0,0.0,1.0
1137,40,1.0,160524,1.0,1.0,0.0,1.0,0.0,1.0
1138,56,2.0,126906,1.0,1.0,0.0,1.0,0.0,1.0
1139,41,1.0,143994,2.0,2.0,0.0,1.0,0.0,1.0
1140,30,1.0,123517,2.0,2.0,0.0,1.0,1.0,0.0
1141,28,1.0,129055,1.0,2.0,0.0,1.0,1.0,0.0
1142,64,2.0,136312,0.0,2.0,0.0,1.0,0.0,1.0
1143,67,2.0,112486,1.0,2.0,0.0,1.0,0.0,1.0
1144,37,1.0,152401,2.0,1.0,0.0,1.0,0.0,1.0
1145,31,1.0,157453,2.0,1.0,0.0,1.0,0.0,1.0
1146,32,1.0,142870,2.0,2.0,0.0,1.0,0.0,1.0
1147,52,2.0,137231,1.0,2.0,0.0,1.0,1.0,0.0
1148,31,1.0,104406,1.0,1.0,0.0,1.0,1.0,0.0
1149,36,1.0,145385,2.0,1.0,0.0,1.0,0.0,1.0
1150,32,1.0,146519,2.0,1.0,0.0,1.0,1.0,0.0
1151,51,1.0,126227,1.0,2.0,0.0,1.0,0.0,1.0
1152,47,1.0,112227,2.0,1.0,0.0,1.0,0.0,1.0
1153,34,1.0,110145,1.0,2.0,0.0,1.0,1.0,0.0
1154,46,2.0,149419,1.0,1.0,0.0,1.0,1.0,0.0
1155,42,1.0,176646,1.0,1.0,0.0,1.0,1.0,0.0
1156,39,1.0,91019,2.0,1.0,0.0,1.0,0.0,1.0
1157,50,1.0,169579,1.0,2.0,0.0,1.0,0.0,1.0
1158,42,1.0,142305,1.0,2.0,0.0,1.0,0.0,1.0
1159,36,1.0,130602,1.0,1.0,0.0,1.0,1.0,0.0
1160,18,1.0,98992,1.0,1.0,0.0,1.0,1.0,0.0
1161,35,1.0,181926,2.0,2.0,0.0,1.0,0.0,1.0
1162,38,1.0,152864,1.0,2.0,0.0,1.0,0.0,1.0
1163,39,1.0,135837,2.0,2.0,0.0,1.0,0.0,1.0
1164,24,1.0,121757,0.0,2.0,0.0,1.0,1.0,0.0
1165,41,1.0,182274,1.0,1.0,0.0,1.0,0.0,1.0
1166,36,1.0,149040,2.0,2.0,0.0,1.0,0.0,1.0
1167,37,1.0,154196,2.0,2.0,0.0,1.0,0.0,1.0
1168,45,2.0,135332,1.0,1.0,0.0,1.0,1.0,0.0
1169,41,1.0,134200,2.0,2.0,0.0,1.0,0.0,1.0
1170,36,1.0,177171,2.0,2.0,0.0,1.0,0.0,1.0
1171,38,1.0,115964,0.0,2.0,0.0,1.0,0.0,1.0
1172,38,1.0,136871,0.0,1.0,0.0,1.0,0.0,1.0
1173,53,2.0,159559,2.0,2.0,0.0,1.0,1.0,0.0
1174,35,1.0,113878,1.0,2.0,0.0,1.0,0.0,1.0
1175,48,1.0,171203,2.0,2.0,0.0,1.0,0.0,1.0
1176,36,1.0,102180,1.0,2.0,0.0,1.0,0.0,1.0
1177,22,1.0,116844,2.0,1.0,0.0,1.0,1.0,0.0
1178,35,1.0,139844,2.0,2.0,0.0,1.0,0.0,1.0
1179,42,1.0,156431,0.0,1.0,0.0,1.0,0.0,1.0
1180,39,1.0,116137,0.0,1.0,0.0,1.0,0.0,1.0
1181,31,1.0,143081,1.0,1.0,0.0,1.0,0.0,1.0
1182,33,1.0,155870,2.0,2.0,0.0,1.0,0.0,1.0
1183,31,1.0,106924,0.0,1.0,0.0,1.0,1.0,0.0
1184,42,1.0,102133,1.0,1.0,0.0,1.0,0.0,1.0
1185,61,2.0,145227,0.0,1.0,0.0,1.0,0.0,1.0
1186,38,1.0,159500,2.0,2.0,0.0,1.0,0.0,1.0
1187,33,1.0,98498,0.0,1.0,0.0,1.0,0.0,1.0
