ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
100000919,Male,Married,33,High School,125535,Skilled Employee,Big City
100000920,Male,Single,39,High School,153223,Management,Big City
100000921,Female,Married,28,High School,106873,Skilled Employee,Mid-sized City
100000922,Male,Single,37,High School,268906,Management,Mid-sized City
100000923,Female,Married,22,High School,97757,Skilled Employee,Big City
100000924,Male,Single,30,Unknown,112151,Skilled Employee,Mid-sized City
100000925,Male,Married,55,University,172909,Skilled Employee,Small City
100000926,Male,Single,46,High School,103387,Skilled Employee,Mid-sized City
100000927,Female,Married,21,High School,93916,Skilled Employee,Big City
100000928,Male,Single,39,High School,189963,Skilled Employee,Big City
100000929,Male,Single,58,University,124191,Skilled Employee,Small City
100000930,Male,Single,43,High School,77205,Unemployed,Small City
100000931,Male,Single,24,Unknown,65917,Unemployed,Small City
100000932,Female,Married,22,High School,109676,Skilled Employee,Small City
100000933,Male,Single,30,Unknown,95682,Skilled Employee,Big City
100000934,Male,Single,42,High School,125516,Skilled Employee,Big City
100000935,Female,Married,23,High School,99822,Skilled Employee,Small City
100000936,Male,Single,30,Unknown,154854,Management,Mid-sized City
100000937,Female,Married,28,High School,84582,Unemployed,Small City
100000938,Male,Married,30,High School,145800,Management,Small City
100000939,Male,Single,42,High School,162869,Skilled Employee,Mid-sized City
100000940,Male,Single,46,High School,192379,Management,Big City
100000941,Male,Single,45,High School,159757,Management,Big City
100000942,Male,Single,31,Unknown,69571,Unemployed,Small City
100000943,Male,Single,31,Unknown,93648,Skilled Employee,Big City
100000944,Male,Single,42,High School,77472,Unemployed,Small City
100000945,Female,Married,46,University,121501,Skilled Employee,Small City
100000946,Female,Married,30,High School,207262,Skilled Employee,Small City
100000947,Male,Single,30,Unknown,143082,Skilled Employee,Big City
100000948,Male,Single,38,High School,147760,Management,Mid-sized City
100000949,Male,Married,43,University,82082,Unemployed,Small City
100000950,Male,Single,31,Unknown,132991,Skilled Employee,Mid-sized City
100000951,Male,Married,40,High School,78436,Unemployed,Small City
100000952,Male,Single,24,Unknown,99737,Skilled Employee,Big City
100000953,Female,Married,28,High School,164915,Skilled Employee,Small City
100000954,Female,Married,26,High School,223185,Management,Mid-sized City
100000955,Female,Married,29,High School,108400,Skilled Employee,Big City
100000956,Female,Married,57,University,194882,Management,Mid-sized City
100000957,Male,Single,49,High School,122186,Unemployed,Small City
100000958,Male,Single,37,High School,79594,Unemployed,Small City
100000959,Male,Single,45,High School,104355,Unemployed,Small City
100000960,Male,Single,30,Unknown,135894,Skilled Employee,Big City
100000961,Male,Married,30,High School,103699,Skilled Employee,Mid-sized City
100000962,Male,Married,47,University,132145,Skilled Employee,Mid-sized City
100000963,Male,Single,29,Unknown,117272,Skilled Employee,Big City
100000964,Male,Single,35,High School,137932,Skilled Employee,Small City
100000965,Male,Married,22,High School,63972,Unemployed,Small City
100000966,Female,Married,26,High School,113299,Skilled Employee,Big City
100000967,Male,Single,23,Unknown,108540,Unemployed,Small City
100000968,Female,Married,54,University,174424,Management,Big City
100000969,Male,Married,29,High School,154991,Skilled Employee,Big City
100000970,Male,Single,40,High School,99723,Unemployed,Small City
100000971,Male,Single,22,Unknown,114584,Skilled Employee,Big City
100000972,Male,Single,43,High School,135275,Unemployed,Small City
100000973,Female,Married,29,High School,41680,Unemployed,Small City
100000974,Male,Single,36,High School,158769,Skilled Employee,Mid-sized City
100000975,Female,Married,33,High School,120596,Skilled Employee,Small City
100000976,Female,Married,57,University,139641,Unemployed,Small City
100000977,Female,Married,64,Graduate School,134377,Skilled Employee,Small City
100000978,Male,Single,42,High School,125804,Skilled Employee,Big City
100000979,Male,Single,47,High School,91858,Unemployed,Small City
100000980,Male,Married,25,High School,117641,Skilled Employee,Big City
100000981,Male,Single,49,High School,188594,Skilled Employee,Mid-sized City
100000982,Male,Single,33,High School,162827,Management,Big City
100000983,Female,Married,28,High School,178991,Management,Big City
100000984,Male,Single,26,Unknown,159739,Skilled Employee,Mid-sized City
100000985,Male,Single,30,Unknown,73401,Unemployed,Small City
100000986,Female,Married,25,High School,100794,Skilled Employee,Big City
100000987,Male,Married,33,High School,167763,Skilled Employee,Mid-sized City
100000988,Female,Married,64,Graduate School,145174,Skilled Employee,Small City
100000989,Male,Single,29,Unknown,176292,Management,Mid-sized City
100000990,Male,Single,48,High School,94024,Unemployed,Small City
100000991,Male,Single,37,High School,93740,Unemployed,Small City
100000992,Male,Single,34,High School,85685,Unemployed,Small City
100000993,Male,Married,23,High School,69997,Unemployed,Small City
100000994,Male,Single,30,Unknown,151938,Management,Big City
100000995,Male,Single,50,High School,122830,Skilled Employee,Mid-sized City
100000996,Female,Married,31,High School,78489,Unemployed,Small City
100000997,Male,Married,40,High School,161999,Management,Mid-sized City
100000998,Male,Single,38,High School,98032,Skilled Employee,Big City
100000999,Male,Single,23,Unknown,96060,Skilled Employee,Small City
100001000,Male,Single,27,Unknown,147968,Skilled Employee,Mid-sized City
100001001,Female,Married,63,University,134853,Skilled Employee,Mid-sized City
100001002,Male,Single,66,University,157576,Management,Big City
100001003,Male,Married,43,University,203738,Management,Mid-sized City
100001004,Male,Married,44,University,280570,Management,Big City
100001005,Male,Married,65,Graduate School,69487,Unemployed,Big City
100001006,Female,Married,73,Graduate School,214126,Management,Mid-sized City
100001007,Male,Single,60,University,136671,Skilled Employee,Mid-sized City
100001008,Male,Married,62,University,174337,Skilled Employee,Mid-sized City
100001009,Female,Married,58,University,126710,Skilled Employee,Mid-sized City
100001010,Female,Married,43,University,167139,Management,Big City
100001011,Male,Single,64,University,122094,Skilled Employee,Big City
100001012,Male,Married,37,Graduate School,170113,Management,Big City
100001013,Female,Married,46,University,192698,Management,Mid-sized City
100001014,Male,Married,57,University,144197,Skilled Employee,Big City
100001015,Male,Married,51,University,133623,Skilled Employee,Mid-sized City
100001016,Female,Married,32,Graduate School,171052,Management,Big City
100001017,Male,Single,64,University,130492,Skilled Employee,Big City
100001018,Male,Single,68,University,135705,Skilled Employee,Mid-sized City
100001019,Female,Married,55,University,171804,Management,Big City
100001020,Male,Single,73,University,192167,Management,Mid-sized City
100001021,Female,Married,34,Graduate School,134377,Skilled Employee,Big City
100001022,Male,Married,44,University,146716,Skilled Employee,Mid-sized City
100001023,Male,Single,58,University,267872,Skilled Employee,Mid-sized City
100001024,Female,Married,65,University,142193,Unemployed,Mid-sized City
100001025,Female,Married,56,University,183765,Skilled Employee,Mid-sized City
100001026,Female,Married,42,University,218664,Management,Big City
100001027,Female,Married,65,Graduate School,145174,Skilled Employee,Big City
100001028,Male,Single,72,University,224961,Management,Big City
100001029,Female,Married,45,University,262634,Management,Big City
100001030,Male,Single,68,University,287106,Management,Big City
100001031,Male,Single,60,University,166298,Management,Mid-sized City
100001032,Female,Married,30,Graduate School,133328,Unemployed,Big City
100001033,Male,Single,63,University,129798,Skilled Employee,Mid-sized City
100001034,Male,Single,57,University,281084,Management,Mid-sized City
100001035,Female,Married,46,University,160678,Skilled Employee,Big City
100001036,Female,Married,70,Graduate School,167532,Skilled Employee,Mid-sized City
100001037,Male,Single,65,University,178591,Skilled Employee,Big City
100001038,Male,Single,63,University,273063,Management,Big City
100001039,Male,Married,54,University,149410,Skilled Employee,Big City
100001040,Male,Married,49,University,124658,Skilled Employee,Big City
100001041,Female,Married,64,University,153645,Skilled Employee,Big City
100001042,Female,Married,61,University,308529,Management,Big City
100001043,Female,Married,57,University,155062,Skilled Employee,Big City
100001044,Female,Married,42,University,199654,Skilled Employee,Big City
100001045,Male,Single,62,University,124723,Skilled Employee,Big City
100001046,Female,Married,41,University,127752,Skilled Employee,Big City
100001047,Female,Married,51,University,157595,Management,Mid-sized City
100001048,Female,Married,38,University,135534,Skilled Employee,Big City
100001049,Female,Married,56,University,166264,Management,Big City
100001050,Female,Married,43,University,147259,Skilled Employee,Mid-sized City
100001051,Female,Married,48,University,161116,Skilled Employee,Mid-sized City
100001052,Male,Single,61,University,139380,Skilled Employee,Mid-sized City
100001053,Male,Married,48,University,213768,Management,Big City
100001054,Male,Single,68,University,125903,Skilled Employee,Big City
100001055,Female,Married,62,University,163940,Skilled Employee,Mid-sized City
100001056,Female,Married,56,University,173378,Management,Big City
100001057,Female,Married,53,University,126847,Skilled Employee,Mid-sized City
100001058,Male,Married,33,Graduate School,166712,Skilled Employee,Big City
100001059,Female,Married,60,University,189166,Skilled Employee,Mid-sized City
100001060,Female,Married,47,University,161714,Skilled Employee,Mid-sized City
100001061,Male,Married,25,Graduate School,214364,Management,Big City
100001062,Male,Single,64,University,184680,Skilled Employee,Mid-sized City
100001063,Male,Single,73,University,214732,Management,Mid-sized City
100001064,Male,Married,66,University,152527,Skilled Employee,Mid-sized City
100001065,Female,Married,76,Graduate School,170366,Management,Mid-sized City
100001066,Female,Married,60,University,194532,Management,Mid-sized City
100001067,Female,Married,57,University,125883,Skilled Employee,Big City
100001068,Male,Married,30,Graduate School,131242,Skilled Employee,Big City
100001069,Male,Married,43,University,159880,Management,Mid-sized City
100001070,Male,Single,57,University,165519,Skilled Employee,Big City
100001071,Male,Married,51,University,149653,Skilled Employee,Mid-sized City
100001072,Female,Married,61,University,134102,Skilled Employee,Mid-sized City
100001073,Male,Single,64,University,159378,Management,Big City
100001074,Male,Married,41,University,205476,Management,Mid-sized City
100001075,Male,Married,43,University,280566,Management,Big City
100001076,Male,Married,67,Graduate School,71823,Unemployed,Big City
100001077,Female,Married,71,Graduate School,211572,Management,Mid-sized City
100001078,Male,Single,59,University,136123,Skilled Employee,Mid-sized City
100001079,Male,Married,60,University,176372,Skilled Employee,Mid-sized City
100001080,Female,Married,60,University,128271,Skilled Employee,Mid-sized City
100001081,Female,Married,45,University,169020,Management,Big City
100001082,Male,Single,63,University,122267,Skilled Employee,Big City
100001083,Male,Married,38,Graduate School,169324,Management,Big City
100001084,Female,Married,46,University,192561,Management,Mid-sized City
100001085,Male,Married,55,University,145781,Skilled Employee,Big City
100001086,Male,Married,50,University,135376,Skilled Employee,Mid-sized City
100001087,Female,Married,30,Graduate School,169002,Management,Big City
100001088,Male,Single,63,University,128469,Skilled Employee,Big City
100001089,Male,Single,67,University,135567,Skilled Employee,Mid-sized City
100001090,Female,Married,54,University,170644,Management,Big City
100001091,Male,Single,71,University,192360,Management,Mid-sized City
100001092,Female,Married,32,Graduate School,133235,Skilled Employee,Big City
100001093,Female,Married,45,University,260847,Management,Big City
100001094,Male,Single,65,University,285647,Management,Big City
100001095,Male,Single,62,University,164816,Management,Mid-sized City
100001096,Female,Married,28,Graduate School,130148,Unemployed,Big City
100001097,Male,Single,65,University,129838,Skilled Employee,Mid-sized City
100001098,Male,Single,57,University,281647,Management,Mid-sized City
100001099,Female,Married,48,University,157305,Skilled Employee,Big City
100001100,Female,Married,71,Graduate School,163654,Skilled Employee,Mid-sized City
100001101,Male,Single,38,High School,82398,Skilled Employee,Mid-sized City
100001102,Male,Married,40,High School,107710,Skilled Employee,Mid-sized City
100001103,Male,Single,49,High School,122346,Skilled Employee,Mid-sized City
100001104,Male,Married,32,High School,155540,Management,Mid-sized City
100001105,Male,Single,45,High School,127572,Skilled Employee,Mid-sized City
100001106,Male,Single,40,High School,154031,Management,Mid-sized City
100001107,Male,Single,66,University,164931,Management,Big City
100001108,Male,Single,38,High School,123003,Skilled Employee,Big City
100001109,Male,Married,20,High School,89605,Skilled Employee,Mid-sized City
100001110,Male,Single,48,High School,117721,Skilled Employee,Mid-sized City
100001111,Male,Married,46,University,168904,Management,Mid-sized City
100001112,Male,Single,32,High School,137576,Management,Big City
100001113,Male,Single,54,High School,111274,Skilled Employee,Mid-sized City
100001114,Male,Married,24,High School,94249,Management,Big City
100001115,Male,Married,27,High School,180940,Management,Mid-sized City
100001116,Male,Single,57,High School,125032,Skilled Employee,Big City
100001117,Male,Single,38,High School,138011,Management,Mid-sized City
100001118,Male,Single,40,High School,144850,Skilled Employee,Mid-sized City
100001119,Male,Married,20,High School,107270,Skilled Employee,Big City
100001120,Male,Single,36,High School,113405,Management,Big City
100001121,Male,Single,47,High School,137338,Skilled Employee,Big City
100001122,Male,Single,64,University,125119,Unemployed,Big City
100001123,Male,Single,42,High School,159745,Management,Big City
100001124,Male,Single,44,High School,181262,Management,Big City
100001125,Male,Married,30,High School,90500,Management,Big City
100001126,Male,Single,37,High School,102733,Skilled Employee,Mid-sized City
100001127,Male,Single,42,High School,135493,Skilled Employee,Big City
100001128,Male,Married,62,University,169044,Skilled Employee,Mid-sized City
100001129,Male,Single,49,High School,178549,Skilled Employee,Big City
100001130,Male,Single,52,High School,159716,Skilled Employee,Big City
100001131,Male,Married,36,High School,170118,Management,Mid-sized City
100001132,Male,Single,49,High School,143886,Unemployed,Mid-sized City
100001133,Male,Single,42,High School,130164,Management,Big City
100001134,Male,Single,38,High School,114476,Skilled Employee,Mid-sized City
100001135,Male,Single,50,High School,126143,Skilled Employee,Mid-sized City
100001136,Male,Married,34,High School,129654,Management,Big City
100001137,Male,Single,43,High School,123202,Skilled Employee,Big City
100001138,Male,Single,40,High School,160524,Skilled Employee,Mid-sized City
100001139,Male,Single,56,University,126906,Skilled Employee,Mid-sized City
100001140,Male,Single,41,High School,143994,Management,Big City
100001141,Male,Married,30,High School,123517,Management,Big City
100001142,Male,Married,28,High School,129055,Skilled Employee,Big City
100001143,Male,Single,64,University,136312,Unemployed,Big City
100001144,Male,Single,67,University,112486,Skilled Employee,Big City
100001145,Male,Single,37,High School,152401,Management,Mid-sized City
100001146,Male,Single,31,High School,157453,Management,Mid-sized City
100001147,Male,Single,32,High School,142870,Management,Big City
100001148,Male,Married,52,University,137231,Skilled Employee,Big City
100001149,Male,Married,31,High School,104406,Skilled Employee,Mid-sized City
100001150,Male,Single,36,High School,145385,Management,Mid-sized City
100001151,Male,Married,32,High School,146519,Management,Mid-sized City
100001152,Male,Single,51,High School,126227,Skilled Employee,Big City
100001153,Male,Single,47,High School,112227,Management,Mid-sized City
100001154,Male,Married,34,High School,110145,Skilled Employee,Big City
100001155,Male,Married,46,University,149419,Skilled Employee,Mid-sized City
100001156,Male,Married,42,High School,176646,Skilled Employee,Mid-sized City
100001157,Male,Single,39,High School,91019,Management,Mid-sized City
100001158,Male,Single,50,High School,169579,Skilled Employee,Big City
100001159,Male,Single,42,High School,142305,Skilled Employee,Big City
100001160,Male,Married,36,High School,130602,Skilled Employee,Mid-sized City
100001161,Male,Married,18,High School,98992,Skilled Employee,Mid-sized City
100001162,Male,Single,35,High School,181926,Management,Big City
100001163,Male,Single,38,High School,152864,Skilled Employee,Big City
100001164,Male,Single,39,High School,135837,Management,Big City
100001165,Male,Married,24,High School,121757,Unemployed,Big City
100001166,Male,Single,41,High School,182274,Skilled Employee,Mid-sized City
100001167,Male,Single,36,High School,149040,Management,Big City
100001168,Male,Single,37,High School,154196,Management,Big City
100001169,Male,Married,45,University,135332,Skilled Employee,Mid-sized City
100001170,Male,Single,41,High School,134200,Management,Big City
100001171,Male,Single,36,High School,177171,Management,Big City
100001172,Male,Single,38,High School,115964,Unemployed,Big City
100001173,Male,Single,38,High School,136871,Unemployed,Mid-sized City
100001174,Male,Married,53,University,159559,Management,Big City
100001175,Male,Single,35,High School,113878,Skilled Employee,Big City
100001176,Male,Single,48,High School,171203,Management,Big City
100001177,Male,Single,36,High School,102180,Skilled Employee,Big City
100001178,Male,Married,22,High School,116844,Management,Mid-sized City
100001179,Male,Single,35,High School,139844,Management,Big City
100001180,Male,Single,42,High School,156431,Unemployed,Mid-sized City
100001181,Male,Single,39,High School,116137,Unemployed,Mid-sized City
100001182,Male,Single,31,High School,143081,Skilled Employee,Mid-sized City
100001183,Male,Single,33,High School,155870,Management,Big City
100001184,Male,Married,31,High School,106924,Unemployed,Mid-sized City
100001185,Male,Single,42,High School,102133,Skilled Employee,Mid-sized City
100001186,Male,Single,61,University,145227,Unemployed,Mid-sized City
100001187,Male,Single,38,High School,159500,Management,Big City
100001188,Male,Single,33,High School,98498,Unemployed,Mid-sized City
100001189,Male,Single,48,High School,159714,Skilled Employee,Big City
100001190,Male,Single,31,High School,121852,Unemployed,Mid-sized City
100001191,Male,Single,52,High School,141271,Management,Big City
100001192,Male,Married,27,High School,123213,Skilled Employee,Big City
100001193,Male,Single,40,High School,143723,Management,Mid-sized City
100001194,Male,Single,34,High School,112538,Unemployed,Mid-sized City
100001195,Male,Married,26,High School,97932,Management,Big City
100001196,Male,Single,30,High School,154003,Unemployed,Mid-sized City
100001197,Male,Single,53,High School,177179,Skilled Employee,Mid-sized City
100001198,Male,Single,45,High School,128052,Skilled Employee,Big City
100001199,Male,Single,32,High School,114617,Management,Mid-sized City
100001200,Male,Single,35,High School,182822,Management,Big City
100001201,Male,Married,26,High School,177215,Skilled Employee,Big City
100001202,Male,Single,30,High School,110929,Skilled Employee,Mid-sized City
100001203,Male,Single,37,High School,111821,Skilled Employee,Mid-sized City
100001204,Male,Single,32,High School,97306,Management,Mid-sized City
100001205,Male,Married,40,High School,157231,Skilled Employee,Mid-sized City
100001206,Male,Single,44,High School,126906,Unemployed,Big City
100001207,Male,Single,43,High School,133243,Skilled Employee,Big City
100001208,Male,Single,51,High School,112250,Skilled Employee,Mid-sized City
100001209,Male,Single,37,High School,104349,Unemployed,Mid-sized City
100001210,Male,Single,33,High School,151421,Skilled Employee,Big City
100001211,Male,Married,32,High School,178081,Management,Mid-sized City
100001212,Male,Single,35,High School,110181,Unemployed,Big City
100001213,Male,Married,30,High School,113012,Skilled Employee,Mid-sized City
100001214,Male,Married,35,High School,154585,Management,Big City
100001215,Male,Single,40,High School,144704,Management,Mid-sized City
100001216,Male,Single,37,High School,141632,Management,Big City
100001217,Male,Single,37,High School,105055,Skilled Employee,Big City
100001218,Male,Single,37,High School,124597,Skilled Employee,Big City
100001219,Male,Single,53,High School,160164,Management,Mid-sized City
100001220,Male,Single,34,High School,151754,Management,Mid-sized City
100001221,Male,Single,51,High School,155551,Skilled Employee,Mid-sized City
100001222,Male,Married,26,High School,94986,Skilled Employee,Big City
100001223,Male,Single,34,High School,175800,Unemployed,Mid-sized City
100001224,Male,Single,51,High School,126246,Management,Mid-sized City
100001225,Male,Single,33,High School,116261,Skilled Employee,Big City
100001226,Male,Married,32,High School,117796,Unemployed,Big City
100001227,Male,Single,39,High School,115363,Skilled Employee,Mid-sized City
100001228,Male,Single,53,High School,169076,Skilled Employee,Mid-sized City
100001229,Male,Single,34,High School,97474,Management,Big City
100001230,Male,Single,37,High School,140341,Skilled Employee,Big City
100001231,Male,Married,28,High School,114503,Skilled Employee,Mid-sized City
100001232,Male,Married,25,High School,102937,Skilled Employee,Big City
100001233,Male,Single,36,High School,151781,Management,Big City
100001234,Male,Married,36,High School,123133,Skilled Employee,Big City
100001235,Male,Single,35,High School,118879,Skilled Employee,Big City
100001236,Male,Married,21,High School,158683,Skilled Employee,Mid-sized City
100001237,Male,Married,29,High School,107514,Skilled Employee,Big City
100001238,Male,Single,60,University,193879,Skilled Employee,Mid-sized City
100001239,Male,Single,45,High School,135043,Skilled Employee,Mid-sized City
100001240,Male,Married,56,University,108559,Unemployed,Mid-sized City
100001241,Male,Married,30,High School,121038,Skilled Employee,Big City
100001242,Male,Single,52,High School,151947,Management,Big City
100001243,Male,Married,26,High School,118820,Skilled Employee,Mid-sized City
100001244,Male,Single,43,High School,121517,Skilled Employee,Mid-sized City
100001245,Male,Single,34,High School,113572,Skilled Employee,Mid-sized City
100001246,Male,Married,22,High School,131170,Skilled Employee,Big City
100001247,Male,Single,42,High School,92430,Unemployed,Mid-sized City
100001248,Male,Single,38,High School,124554,Unemployed,Mid-sized City
100001249,Male,Married,29,High School,115988,Skilled Employee,Big City
100001250,Male,Single,44,High School,107301,Skilled Employee,Big City
100001251,Male,Married,29,High School,103767,Management,Mid-sized City
100001252,Male,Single,44,High School,141493,Skilled Employee,Big City
100001253,Male,Single,38,High School,154339,Skilled Employee,Big City
100001254,Male,Married,26,High School,112369,Unemployed,Mid-sized City
100001255,Male,Single,53,High School,158193,Skilled Employee,Mid-sized City
100001256,Male,Single,43,High School,143734,Skilled Employee,Mid-sized City
100001257,Male,Single,33,High School,121890,Skilled Employee,Mid-sized City
100001258,Male,Single,52,High School,127609,Unemployed,Mid-sized City
100001259,Male,Married,26,High School,94650,Unemployed,Big City
100001260,Male,Single,38,High School,175504,Management,Mid-sized City
100001261,Male,Single,47,High School,165495,Skilled Employee,Big City
100001262,Male,Married,26,High School,120389,Skilled Employee,Mid-sized City
100001263,Male,Married,36,High School,165340,Skilled Employee,Mid-sized City
100001264,Male,Single,36,High School,119804,Skilled Employee,Mid-sized City
100001265,Male,Single,57,University,154344,Management,Mid-sized City
100001266,Male,Married,31,High School,106266,Management,Big City
100001267,Male,Single,45,High School,136129,Skilled Employee,Mid-sized City
100001268,Male,Single,40,High School,151914,Management,Mid-sized City
100001269,Male,Married,21,High School,121473,Skilled Employee,Mid-sized City
100001270,Male,Single,46,High School,127147,Skilled Employee,Big City
100001271,Male,Single,35,High School,125387,Skilled Employee,Big City
100001272,Male,Married,31,High School,139490,Unemployed,Big City
100001273,Male,Single,51,High School,124990,Skilled Employee,Big City
100001274,Male,Married,21,High School,101471,Management,Mid-sized City
100001275,Male,Single,48,High School,155708,Skilled Employee,Mid-sized City
100001276,Male,Single,48,High School,142345,Skilled Employee,Big City
100001277,Male,Single,68,University,148675,Unemployed,Mid-sized City
100001278,Male,Married,45,University,116484,Skilled Employee,Big City
100001279,Male,Single,35,High School,150237,Management,Big City
100001280,Male,Married,22,High School,100273,Skilled Employee,Big City
100001281,Male,Single,44,High School,122292,Unemployed,Mid-sized City
100001282,Male,Single,52,High School,159216,Skilled Employee,Mid-sized City
100001283,Male,Single,48,High School,130082,Skilled Employee,Big City
100001284,Male,Single,33,High School,139547,Skilled Employee,Big City
100001285,Male,Married,35,High School,122895,Skilled Employee,Mid-sized City
100001286,Male,Married,64,University,154549,Skilled Employee,Mid-sized City
100001287,Male,Single,58,High School,149315,Unemployed,Big City
100001288,Male,Married,24,High School,118101,Unemployed,Big City
100001289,Male,Single,40,High School,115831,Unemployed,Big City
100001290,Male,Single,49,High School,118571,Management,Big City
100001291,Male,Single,31,High School,138906,Skilled Employee,Big City
100001292,Male,Single,46,High School,98520,Skilled Employee,Big City
100001293,Male,Single,46,High School,106576,Skilled Employee,Mid-sized City
100001294,Male,Single,49,High School,121592,Skilled Employee,Mid-sized City
100001295,Male,Single,29,High School,135605,Unemployed,Mid-sized City
100001296,Male,Single,37,High School,114552,Skilled Employee,Big City
100001297,Male,Single,33,High School,151339,Management,Mid-sized City
100001298,Male,Single,71,University,170387,Skilled Employee,Big City
100001299,Male,Single,35,High School,118288,Skilled Employee,Big City
100001300,Male,Single,40,High School,109992,Skilled Employee,Big City
100001301,Female,Single,27,High School,90654,Unemployed,Small City
100001302,Female,Single,61,University,113290,Unemployed,Small City
100001303,Female,Married,29,High School,100093,Skilled Employee,Mid-sized City
100001304,Female,Single,33,High School,109489,Skilled Employee,Small City
100001305,Female,Single,56,University,139427,Unemployed,Small City
100001306,Female,Married,27,High School,123411,Skilled Employee,Mid-sized City
100001307,Female,Married,22,High School,137925,Skilled Employee,Small City
100001308,Female,Married,19,High School,99119,Skilled Employee,Small City
100001309,Female,Married,28,High School,91084,Skilled Employee,Mid-sized City
100001310,Female,Married,24,High School,110137,Skilled Employee,Mid-sized City
100001311,Female,Married,27,High School,67041,Unemployed,Small City
100001312,Female,Married,30,High School,127299,Skilled Employee,Mid-sized City
100001313,Female,Single,26,High School,84555,Unemployed,Small City
100001314,Female,Married,26,High School,123895,Skilled Employee,Small City
100001315,Female,Married,23,High School,94324,Skilled Employee,Mid-sized City
100001316,Female,Married,28,High School,96062,Skilled Employee,Small City
100001317,Female,Married,67,Graduate School,144843,Skilled Employee,Small City
100001318,Female,Married,27,High School,107485,Skilled Employee,Mid-sized City
100001319,Female,Married,32,High School,98573,Skilled Employee,Small City
100001320,Female,Single,24,High School,107462,Unemployed,Small City
100001321,Female,Married,28,High School,115809,Skilled Employee,Mid-sized City
100001322,Female,Single,48,University,118749,Unemployed,Small City
100001323,Female,Married,32,High School,139112,Skilled Employee,Mid-sized City
100001324,Female,Married,25,High School,94075,Skilled Employee,Small City
100001325,Female,Married,57,University,62002,Unemployed,Small City
100001326,Female,Married,28,High School,127262,Skilled Employee,Small City
100001327,Female,Married,24,High School,122846,Skilled Employee,Mid-sized City
100001328,Female,Married,25,High School,61907,Unemployed,Small City
100001329,Female,Single,31,High School,89287,Unemployed,Small City
100001330,Female,Single,33,High School,103696,Skilled Employee,Mid-sized City
100001331,Female,Married,50,University,147603,Skilled Employee,Small City
100001332,Female,Married,58,University,139229,Unemployed,Mid-sized City
100001333,Female,Married,27,High School,107932,Unemployed,Small City
100001334,Female,Married,48,University,116235,Unemployed,Small City
100001335,Female,Married,22,High School,85974,Unemployed,Small City
100001336,Female,Married,40,High School,124001,Unemployed,Small City
100001337,Female,Married,32,High School,121428,Skilled Employee,Small City
100001338,Female,Single,25,High School,93233,Unemployed,Small City
100001339,Female,Married,27,High School,67965,Unemployed,Small City
100001340,Female,Married,27,High School,88001,Unemployed,Small City
100001341,Female,Married,23,High School,129112,Skilled Employee,Small City
100001342,Female,Married,32,High School,109324,Skilled Employee,Mid-sized City
100001343,Female,Married,25,High School,112785,Skilled Employee,Mid-sized City
100001344,Female,Married,46,University,136735,Unemployed,Small City
100001345,Female,Married,21,High School,107779,Skilled Employee,Mid-sized City
100001346,Female,Married,29,High School,103526,Skilled Employee,Small City
100001347,Female,Married,31,High School,93171,Unemployed,Small City
100001348,Female,Single,26,High School,106559,Unemployed,Small City
100001349,Female,Married,23,High School,112728,Skilled Employee,Mid-sized City
100001350,Female,Single,38,High School,102855,Skilled Employee,Mid-sized City
100001351,Female,Single,35,High School,85381,Unemployed,Small City
100001352,Female,Married,27,High School,100762,Skilled Employee,Mid-sized City
100001353,Female,Married,22,High School,131445,Skilled Employee,Mid-sized City
100001354,Female,Married,52,University,123194,Skilled Employee,Small City
100001355,Female,Married,19,High School,99519,Skilled Employee,Mid-sized City
100001356,Female,Married,23,High School,112853,Skilled Employee,Small City
100001357,Female,Single,42,High School,110509,Skilled Employee,Small City
100001358,Female,Married,27,High School,106446,Skilled Employee,Mid-sized City
100001359,Female,Married,39,University,89665,Unemployed,Small City
100001360,Female,Married,50,University,128233,Skilled Employee,Mid-sized City
100001361,Female,Married,36,High School,133615,Skilled Employee,Small City
100001362,Female,Married,25,High School,115833,Skilled Employee,Mid-sized City
100001363,Female,Married,27,High School,65560,Unemployed,Small City
100001364,Female,Married,30,High School,118642,Skilled Employee,Small City
100001365,Female,Single,22,High School,63635,Unemployed,Small City
100001366,Female,Married,27,High School,122649,Skilled Employee,Mid-sized City
100001367,Female,Single,31,High School,143321,Management,Mid-sized City
100001368,Female,Married,29,High School,99556,Skilled Employee,Small City
100001369,Female,Single,34,High School,36760,Unemployed,Small City
100001370,Female,Single,33,High School,71935,Unemployed,Small City
100001371,Female,Married,26,High School,114977,Skilled Employee,Small City
100001372,Female,Married,36,High School,147691,Skilled Employee,Mid-sized City
100001373,Female,Married,26,High School,54296,Unemployed,Small City
100001374,Female,Married,39,High School,80014,Unemployed,Small City
100001375,Female,Married,44,University,77887,Unemployed,Small City
100001376,Female,Married,46,University,98517,Unemployed,Small City
100001377,Female,Married,31,High School,103012,Unemployed,Small City
100001378,Female,Single,26,High School,121377,Skilled Employee,Small City
100001379,Female,Married,22,High School,91359,Skilled Employee,Mid-sized City
100001380,Female,Single,48,University,104833,Unemployed,Small City
100001381,Female,Married,27,High School,101209,Skilled Employee,Small City
100001382,Female,Single,30,High School,58207,Unemployed,Small City
100001383,Female,Married,27,High School,116708,Skilled Employee,Mid-sized City
100001384,Female,Married,36,High School,107471,Skilled Employee,Mid-sized City
